site_id,site_name,task_id,schedule_start,schedule_end,status
265,"Houston TX - FM 1960",761,"2026-02-13T02:00:00.000+00:00","2026-02-13T05:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-13T13:00:00.000+00:00","2026-02-13T13:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-13T14:00:00.000+00:00","2026-02-13T14:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-13T15:00:00.000+00:00","2026-02-13T15:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-13T16:00:00.000+00:00","2026-02-13T16:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-13T17:00:00.000+00:00","2026-02-13T17:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-13T18:00:00.000+00:00","2026-02-13T18:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-13T19:00:00.000+00:00","2026-02-13T19:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-13T20:00:00.000+00:00","2026-02-13T20:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-13T21:00:00.000+00:00","2026-02-13T21:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-13T22:00:00.000+00:00","2026-02-13T22:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-13T23:00:00.000+00:00","2026-02-13T23:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T00:00:00.000+00:00","2026-02-14T00:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T01:00:00.000+00:00","2026-02-14T01:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T02:00:00.000+00:00","2026-02-14T05:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-14T13:00:00.000+00:00","2026-02-14T13:59:59.999+00:00","Expired"
